text,target,cleaned_text
"I had the terrible misfortune of having to view this ""b-movie"" in it's entirety.<br /><br />All I have to say is--- save your time and money!!! This has got to be the worst b-movie of all time, it shouldn't even be called a b-movie, more like an f-movie! Because it fails in all aspects that make a good movie: the story is not interesting at all, all of the actors are paper-thin and not at all believable, it has bad direction and the action sequences are so fake it's almost funny.......almost.<br /><br />The movie is just packed full of crappy one-liners that no respectable person could find amusing in the least little bit.<br /><br />This movie is supposed to be geared towards men, but all the women in it are SO utterly unattractive, especially that old wrinkled thing that comes in towards the end. They try to appear sexy in those weird, horrible costumes and they fail miserably!!!<br /><br />Even some of the most ridiculous b-movies will still give you some laughs, but this is just too painful to watch!!",negative,terrible misfortune view bmovie entiretybr br say save time money got worst bmovie time even called bmovie like fmovie fails aspect make good movie story interesting actor paperthin believable bad direction action sequence fake almost funnyalmostbr br movie packed full crappy oneliners respectable person could find amusing least little bitbr br movie supposed geared towards men woman utterly unattractive especially old wrinkled thing come towards end try appear sexy weird horrible costume fail miserablybr br even ridiculous bmovies still give laugh painful watch
"What an absolutely stunning movie, if you have 2.5 hrs to kill, watch it, you won't regret it, it's too much fun! Rajnikanth carries the movie on his shoulders and although there isn't anything more other than him, I still liked it. The music by A.R.Rehman takes time to grow on you but after you heard it a few times, you really start liking it.",positive,absolutely stunning movie twenty five hr kill watch regret much fun rajnikanth carry movie shoulder although anything still liked music arrehman take time grow heard time really start liking
"First of all, let's get a few things straight here: a) I AM an anime fan- always has been as a matter of fact (I used to watch Speed Racer all the time in Preschool). b) I DO like several B-Movies because they're hilarious. c) I like the Godzilla movies- a lot.<br /><br />Moving on, when the movie first comes on, it seems like it's going to be your usual B-movie, down to the crappy FX, but all a sudden- BOOM! the anime comes on! This is when the movie goes WWWAAAAAYYYYY downhill.<br /><br />The animation is VERY bad & cheap, even worse than what I remember from SPEED RACER, for crissakes! In fact, it's so cheap, one of the few scenes from the movie I ""vividly"" remember is when a bunch of kids run out of a school... & it's the same kids over & over again! The FX are terrible, too; the dinosaurs look worse than Godzilla. In addition, the transition to live action to animation is unorganized, the dialogue & voices(especially the English dub that I viewed) was horrid & I was begging my dad to take the tape out of the DVD/ VHS player; The only thing that kept me surviving was cracking out jokes & comments like the robots & Joel/Mike on MST3K (you pick the season). Honestly, this is the only way to barely enjoy this movie & survive it at the same time.<br /><br />Heck, I'm planning to show this to another fellow otaku pal of mine on Halloween for a B-Movie night. Because it's stupid, pretty painful to watch & unintentionally hilarious at the same time, I'm giving this movie a 3/10, an improvement from the 0.5/10 I was originally going to give it.<br /><br />(According to my grading scale: 3/10 means Pretty much both boring & bad. As fun as counting to three unless you find a way to make fun of it, then it will become as fun as counting to 15.)",negative,first let u get thing straight anime fan always matter fact used watch speed racer time preschool b like several bmovies hilarious c like godzilla movie lotbr br moving movie first come seems like going usual bmovie crappy fx sudden boom anime come movie go wwwaaaaayyyyy downhillbr br animation bad cheap even worse remember speed racer crissakes fact cheap one scene movie vividly remember bunch kid run school kid fx terrible dinosaur look worse godzilla addition transition live action animation unorganized dialogue voicesespecially english dub viewed horrid begging dad take tape dvd vhs player thing kept surviving cracking joke comment like robot joelmike mst3k pick season honestly way barely enjoy movie survive timebr br heck planning show another fellow otaku pal mine halloween bmovie night stupid pretty painful watch unintentionally hilarious time giving movie three hundred ten improvement five hundred ten originally going give itbr br according grading scale three hundred ten mean pretty much boring bad fun counting three unless find way make fun become fun counting fifteen
This was the worst movie I saw at WorldFest and it also received the least amount of applause afterwards! I can only think it is receiving such recognition based on the amount of known actors in the film. It's great to see J.Beals but she's only in the movie for a few minutes. M.Parker is a much better actress than the part allowed for. The rest of the acting is hard to judge because the movie is so ridiculous and predictable. The main character is totally unsympathetic and therefore a bore to watch. There is no real emotional depth to the story. A movie revolving about an actor who can't get work doesn't feel very original to me. Nor does the development of the cop. It feels like one of many straight-to-video movies I saw back in the 90s ... And not even a good one in those standards.<br /><br />,negative,worst movie saw worldfest also received least amount applause afterwards think receiving recognition based amount known actor film great see jbeals movie minute mparker much better actress part allowed rest acting hard judge movie ridiculous predictable main character totally unsympathetic therefore bore watch real emotional depth story movie revolving actor get work feel original development cop feel like one many straighttovideo movie saw back 90 even good one standardsbr br
"This film tried to be too many things all at once: stinging political satire, Hollywood blockbuster, sappy romantic comedy, family values promo... the list goes on and on. It failed miserably at all of them, but there was enough interest to keep me from turning it off until the end.<br /><br />Although I appreciate the spirit behind WAR, INC., it depresses me to see such a clumsy effort, especially when it will be taken by its targets to reflect the lack of the existence of a serious critique, rather than simply the poor writing, direction, and production of this particular film.<br /><br />There is a critique to be made about the corporatization of war. But poking fun at it in this way diminishes the true atrocity of what is happening. Reminds me a bit of THREE KINGS, which similarly trivializes a genuine cause for concern.",negative,film tried many thing stinging political satire hollywood blockbuster sappy romantic comedy family value promo list go failed miserably enough interest keep turning endbr br although appreciate spirit behind war inc depresses see clumsy effort especially taken target reflect lack existence serious critique rather simply poor writing direction production particular filmbr br critique made corporatization war poking fun way diminishes true atrocity happening reminds bit three king similarly trivializes genuine cause concern
"This movie was so frustrating. Everything seemed energetic and I was totally prepared to have a good time. I at least thought I'd be able to stand it. But, I was wrong. First, the weird looping? It was like watching ""America's Funniest Home Videos"". The damn parents. I hated them so much. The stereo-typical Latino family? I need to speak with the person responsible for this. We need to have a talk. That little girl who was always hanging on someone? I just hated her and had to mention it. Now, the final scene transcends, I must say. It's so gloriously bad and full of badness that it is a movie of its own. What crappy dancing. Horrible and beautiful at once.",negative,movie frustrating everything seemed energetic totally prepared good time least thought would able stand wrong first weird looping like watching america funniest home video damn parent hated much stereotypical latino family need speak person responsible need talk little girl always hanging someone hated mention final scene transcends must say gloriously bad full badness movie crappy dancing horrible beautiful
"'War movie' is a Hollywood genre that has been done and redone so many times that clichéd dialogue, rehashed plot and over-the-top action sequences seem unavoidable for any conflict dealing with large-scale combat. Once in a while, however, a war movie comes along that goes against the grain and brings a truly original and compelling story to life on the silver screen. The Civil War-era ""Cold Mountain,"" starring Jude Law, Nicole Kidman and Renée Zellweger is such a film.<br /><br />Then again, calling Cold Mountain"" a war movie is not entirely accurate. True enough, the film opens with a (quite literally) quick-and-dirty battle sequence that puts ""Glory"" director Edward Zwick shame. However, ""Cold Mountain"" is not so much about the Civil War itself as it is about the period and the people of the times. The story centers around disgruntled Confederate soldier Inman, played by Jude Law, who becomes disgusted with the gruesome war and homesick for the beautiful hamlet of Cold Mountain, North Carolina and the equally beautiful southern belle he left behind, Ada Monroe, played by Nicole Kidman. At first glance, this setup appears formulaic as the romantic interest back home gives the audience enough sympathy to root for the reluctant soldier's tribulations on the battlefield. Indeed, the earlier segments of the film are relatively unimpressive and even somewhat contrived.<br /><br />""Cold Mountain"" soon takes a drastic turn, though, as the intrepid hero Inman turns out to be a deserter (incidentally saving the audience from the potentially confusing scenario of wanting to root for the Confederates) and begins a long odyssey homeward. Meanwhile, back at the farm, Ada's cultured ways prove of little use in the fields; soon she is transformed into something of a wilderbeast. Coming to Ada's rescue is the course, tough-as-nails Ruby Thewes, played by Renée Zellweger, who helps Ada put the farm back together and, perhaps more importantly, cope with the loneliness and isolation the war seems to have brought upon Ada.<br /><br />Within these two settings, a vivid, compelling and, at times, very disturbing portrait of the war-torn South unfolds. The characters with whom Inman and Ada interact are surprisingly complex, enhanced by wonderful performances of Brendan Gleeson as Ruby's deadbeat father, Ray Winstone as an unrepentant southern ""lawman,"" and Natalie Portman as a deeply troubled and isolated young mother. All have been greatly affected and changed by ""the war of Northern aggression,"" mostly for the worse. The dark, pervading anti-war message, accented by an effective, haunting score and chillingly beautiful shots of Virginia and North Carolina, is communicated to the audience not so much by gruesome battle scenes as by the scarred land and traumatized people for which the war was fought. Though the weapons and tactics of war itself have changed much in the past century, it's hellish effect on the land is timelessly relevant.<br /><br />Director Anthony Minghella manages to maintain this gloomy mood for most of the film, but the atmosphere is unfortunately denigrated by a rather tepid climax that does little justice to the wonderfully formed characters. The love story between Inman and Ada is awkwardly tacked onto the beginning and end of the film, though the inherently distant, abstracted and even absurd nature of their relationship in a way fits the dismal nature of the rest of the plot.<br /><br />Make no mistake, ""Cold Mountain"" has neither the traits of a feel-good romance nor an inspiring war drama. It is a unique vision of an era that is sure not only to entertain but also to truly absorb the audience into the lives of a people torn apart by a war and entirely desperate to be rid of its terrible repercussions altogether.",positive,war movie hollywood genre done redone many time clichd dialogue rehashed plot overthetop action sequence seem unavoidable conflict dealing largescale combat however war movie come along go grain brings truly original compelling story life silver screen civil warera cold mountain starring jude law nicole kidman rene zellweger filmbr br calling cold mountain war movie entirely accurate true enough film open quite literally quickanddirty battle sequence put glory director edward zwick shame however cold mountain much civil war period people time story center around disgruntled confederate soldier inman played jude law becomes disgusted gruesome war homesick beautiful hamlet cold mountain north carolina equally beautiful southern belle left behind ada monroe played nicole kidman first glance setup appears formulaic romantic interest back home give audience enough sympathy root reluctant soldier tribulation battlefield indeed earlier segment film relatively unimpressive even somewhat contrivedbr br cold mountain soon take drastic turn though intrepid hero inman turn deserter incidentally saving audience potentially confusing scenario wanting root confederate begin long odyssey homeward meanwhile back farm ada cultured way prove little use field soon transformed something wilderbeast coming ada rescue course toughasnails ruby thewes played rene zellweger help ada put farm back together perhaps importantly cope loneliness isolation war seems brought upon adabr br within two setting vivid compelling time disturbing portrait wartorn south unfolds character inman ada interact surprisingly complex enhanced wonderful performance brendan gleeson ruby deadbeat father ray winstone unrepentant southern lawman natalie portman deeply troubled isolated young mother greatly affected changed war northern aggression mostly worse dark pervading antiwar message accented effective haunting score chillingly beautiful shot virginia north carolina communicated audience much gruesome battle scene scarred land traumatized people war fought though weapon tactic war changed much past century hellish effect land timelessly relevantbr br director anthony minghella manages maintain gloomy mood film atmosphere unfortunately denigrated rather tepid climax little justice wonderfully formed character love story inman ada awkwardly tacked onto beginning end film though inherently distant abstracted even absurd nature relationship way fit dismal nature rest plotbr br make mistake cold mountain neither trait feelgood romance inspiring war drama unique vision era sure entertain also truly absorb audience life people torn apart war entirely desperate rid terrible repercussion altogether
"Taut and organically gripping, Edward Dmytryk's Crossfire is a distinctive suspense thriller, an unlikely ""message"" movie using the look and devices of the noir cycle.<br /><br />Bivouacked in Washington, DC, a company of soldiers cope with their restlessness by hanging out in bars. Three of them end up at a stranger's apartment where Robert Ryan, drunk and belligerent, beats their host (Sam Levene) to death because he happens to be Jewish. Police detective Robert Young investigates with the help of Robert Mitchum, who's assigned to Ryan's outfit. Suspicion falls on the second of the three (George Cooper), who has vanished. Ryan slays the third buddy (Steve Brodie) to insure his silence before Young closes in.<br /><br />Abetted by a superior script by John Paxton, Dmytryk draws precise performances from his three starring Bobs. Ryan, naturally, does his prototypical Angry White Male (and to the hilt), while Mitchum underplays with his characteristic alert nonchalance (his role, however, is not central); Young may never have been better. Gloria Grahame gives her first fully-fledged rendition of the smart-mouthed, vulnerable tramp, and, as a sad sack who's leeched into her life, Paul Kelly haunts us in a small, peripheral role that he makes memorable.<br /><br />The politically engaged Dmytryk perhaps inevitably succumbs to sermonizing, but it's pretty much confined to Young's reminiscence of how his Irish grandfather died at the hands of bigots a century earlier (thus, incidentally, stretching chronology to the limit). At least there's no attempt to render an explanation, however glib, of why Ryan hates Jews (and hillbillies and...).<br /><br />Curiously, Crossfire survives even the major change wrought upon it -- the novel it's based on (Richard Brooks' The Brick Foxhole) dealt with a gay-bashing murder. But homosexuality in 1947 was still Beyond The Pale. News of the Holocaust had, however, begun to emerge from the ashes of Europe, so Hollywood felt emboldened to register its protest against anti-Semitism (the studios always quaked at the prospect of offending any potential ticket buyer).<br /><br />But while the change from homophobia to anti-Semitism works in general, the specifics don't fit so smoothly. The victim's chatting up a lonesome, drunk young soldier then inviting him back home looks odd, even though (or especially since) there's a girlfriend in tow. It raises the question whether this scenario was retained inadvertently or left in as a discreet tip-off to the original engine generating Ryan's murderous rage.",positive,"taut organically gripping edward dmytryks crossfire distinctive suspense thriller unlikely message movie using look device noir cyclebr br bivouacked washington dc company soldier cope restlessness hanging bar three end stranger apartment robert ryan drunk belligerent beat host sam levene death happens jewish police detective robert young investigates help robert mitchum assigned ryans outfit suspicion fall second three george cooper vanished ryan slays third buddy steve brodie insure silence young close inbr br abetted superior script john paxton dmytryk draw precise performance three starring bob ryan naturally prototypical angry white male hilt mitchum underplays characteristic alert nonchalance role however central young may never better gloria grahame give first fullyfledged rendition smartmouthed vulnerable tramp sad sack leeched life paul kelly haunt u small peripheral role make memorablebr br politically engaged dmytryk perhaps inevitably succumbs sermonizing pretty much confined young reminiscence irish grandfather died hand bigot century earlier thus incidentally stretching chronology limit least attempt render explanation however glib ryan hate jew hillbilly andbr br curiously crossfire survives even major change wrought upon novel based richard brook brick foxhole dealt gaybashing murder homosexuality one thousand , nine hundred forty seven still beyond pale news holocaust however begun emerge ash europe hollywood felt emboldened register protest antisemitism studio always quaked prospect offending potential ticket buyerbr br change homophobia antisemitism work general specific fit smoothly victim chatting lonesome drunk young soldier inviting back home look odd even though especially since girlfriend tow raise question whether scenario retained inadvertently left discreet tipoff original engine generating ryans murderous rage"
"""Ardh Satya"" is one of the finest film ever made in Indian Cinema. Directed by the great director Govind Nihalani, this one is the most successful Hard Hitting Parallel Cinema which also turned out to be a Commercial Success. Even today, Ardh Satya is an inspiration for all leading directors of India.<br /><br />The film tells the Real-life Scenario of Mumbai Police of the 70s. Unlike any Police of other cities in India, Mumbai Police encompasses a Different system altogether. Govind Nihalani creates a very practical Outlay with real life approach of Mumbai Police Environment.<br /><br />Amongst various Police officers & colleagues, the film describes the story of Anand Velankar, a young hot-blooded Cop coming from a poor family. His father is a harsh Police Constable. Anand himself suffers from his father's ideologies & incidences of his father's Atrocities on his mother. Anand's approach towards immediate action against crime, is an inert craving for his own Job satisfaction. The film is here revolved in a Plot wherein Anand's constant efforts against crime are trampled by his seniors.This leads to frustrations, as he cannot achieve the desired Job-satisfaction. Resulting from the frustrations, his anger is expressed in excessive violence in the remand rooms & bars, also turning him to an alcoholic.<br /><br />The Spirit within him is still alive, as he constantly fights the system. He is aware of the system of the Metro, where the Police & Politicians are a inertly associated by far end. His compromise towards unethical practice is negative. Finally he gets suspended.<br /><br />The Direction is a master piece & thoroughly hard core. One of the best memorable scenes is when Anand breaks in the Underworld gangster Rama Shetty's house to arrest him, followed by short conversation which is fantastic. At many scenes, the film has Hair-raising moments.<br /><br />The Practical approach of Script is a major Punch. Alcoholism, Corruption, Political Influence, Courage, Deceptions all are integral part of Mumbai police even today. Those aspects are dealt brilliantly.<br /><br />Finally, the films belongs to the One man show, Om Puri portraying Anand Velankar traversing through all his emotions absolutely brilliantly.",positive,ardh satya one finest film ever made indian cinema directed great director govind nihalani one successful hard hitting parallel cinema also turned commercial success even today ardh satya inspiration leading director indiabr br film tell reallife scenario mumbai police 70 unlike police city india mumbai police encompasses different system altogether govind nihalani creates practical outlay real life approach mumbai police environmentbr br amongst various police officer colleague film describes story anand velankar young hotblooded cop coming poor family father harsh police constable anand suffers father ideology incidence father atrocity mother anands approach towards immediate action crime inert craving job satisfaction film revolved plot wherein anands constant effort crime trampled seniorsthis lead frustration achieve desired jobsatisfaction resulting frustration anger expressed excessive violence remand room bar also turning alcoholicbr br spirit within still alive constantly fight system aware system metro police politician inertly associated far end compromise towards unethical practice negative finally get suspendedbr br direction master piece thoroughly hard core one best memorable scene anand break underworld gangster rama shettys house arrest followed short conversation fantastic many scene film hairraising momentsbr br practical approach script major punch alcoholism corruption political influence courage deception integral part mumbai police even today aspect dealt brilliantlybr br finally film belongs one man show om puri portraying anand velankar traversing emotion absolutely brilliantly
"One of the most significant quotes from the entire film is pronounced halfway through by the protagonist, the mafia middle-man Titta Di Girolamo, a physically non-descript, middle-aged man originally from Salerno in Southern Italy. When we're introduced to him at the start of the film, he's been living a non-life in an elegant but sterile hotel in the Italian-speaking Canton of Switzerland for the last ten years, conducting a business we are only gradually introduced to. While this pivotal yet apparently unremarkable scene takes place employees of the the Swiss bank who normally count Di Girolamo's cash tell him that 10,000 dollars are missing from his usual suitcase full of tightly stacked banknotes. At the news, he quietly but icily threatens his coaxing bank manager of wanting to close down his account. Meanwhile he tells us, the spectators, that when you bluff, you have to bluff right through to the end without fear of being caught out or appearing ridiculous. He says: you can't bluff for a while and then halfway through, tell the truth. Having eventually done this - bluffed only halfway through and told the truth, and having accepted the consequences of life and ultimately, love - is exactly the reason behind the beginning of Titta Di Girolamo's troubles. <br /><br />This initially unsympathetic character, a scowling, taciturn, curt man on the verge of 50, a man who won't even reply in kind to chambermaids and waitresses who say hello and goodbye, becomes at one point someone the spectator cares deeply about. At one point in his non-life, Titta decides to feel concern about appearing ""ridiculous"". The first half of the film may be described as ""slow"" by some. It does indeed reveal Di Girolamo's days and nights in that hotel at an oddly disjoined, deliberate pace, revealing seemingly mundane and irrelevant details. However, scenes that may have seemed unnecessary reveal just how essential they are as this masterfully constructed and innovative film unfolds before your eyes. The existence of Titta Di Girolamo - the man with no imagination, identity or life, the unsympathetic character you unexpectedly end up loving and feeling for when you least thought you would - is also conveyed with elegantly edited sequences and very interesting use of music (one theme by the Scottish band Boards of Canada especially stood out). <br /><br />Never was the contrast between the way Hollywood and Italy treat mobsters more at odds than since the release of films such as Le Conseguenze dell'Amore or L'Imbalsamatore. Another interesting element was the way in which the film made use of the protagonist's insomnia. Not unlike The Machinist (and in a far more explicit way, the Al Pacino film Insomnia), Le Conseguenze dell'Amore uses this condition to symbolise a deeper emotional malaise that's been rammed so deep into the obscurity of the unconscious, it's almost impossible to pin-point its cause (if indeed there is one). <br /><br />The young and sympathetic hotel waitress Sofia (played by Olivia Magnani, grand-daughter of the legendary Anna) and the memory of Titta's best friend, a man whom he hasn't seen in 20 years, unexpectedly provide a tiny window onto life that Titta eventually (though tentatively at first) accepts to look through again. Though it's never explicitly spelt out, the spectator KNOWS that to a man like Titta, accepting The Consequences of Love will have unimaginable consequences. A film without a single scene of sex or violence, a film that unfolds in its own time and concedes nothing to the spectator's expectations, Le Conseguenze dell'Amore is a fine representative of that small, quiet, discreet Renaissance that has been taking place in Italian cinema since the decline of Cinecittà during the second half of the 70s. The world is waiting for Italy to produce more Il Postino-like fare, more La Vita è Bella-style films... neglecting to explore fine creations like Le Conseguenze dell'Amore, L'Imbalsamatore and others. Your loss, world.",positive,one significant quote entire film pronounced halfway protagonist mafia middleman titta di girolamo physically nondescript middleaged man originally salerno southern italy introduced start film living nonlife elegant sterile hotel italianspeaking canton switzerland last ten year conducting business gradually introduced pivotal yet apparently unremarkable scene take place employee swiss bank normally count di girolamos cash tell ten thousand dollar missing usual suitcase full tightly stacked banknote news quietly icily threatens coaxing bank manager wanting close account meanwhile tell u spectator bluff bluff right end without fear caught appearing ridiculous say bluff halfway tell truth eventually done bluffed halfway told truth accepted consequence life ultimately love exactly reason behind beginning titta di girolamos trouble br br initially unsympathetic character scowling taciturn curt man verge fifty man even reply kind chambermaid waitress say hello goodbye becomes one point someone spectator care deeply one point nonlife titta decides feel concern appearing ridiculous first half film may described slow indeed reveal di girolamos day night hotel oddly disjoined deliberate pace revealing seemingly mundane irrelevant detail however scene may seemed unnecessary reveal essential masterfully constructed innovative film unfolds eye existence titta di girolamo man imagination identity life unsympathetic character unexpectedly end loving feeling least thought would also conveyed elegantly edited sequence interesting use music one theme scottish band board canada especially stood br br never contrast way hollywood italy treat mobster odds since release film le conseguenze dellamore limbalsamatore another interesting element way film made use protagonist insomnia unlike machinist far explicit way al pacino film insomnia le conseguenze dellamore us condition symbolise deeper emotional malaise rammed deep obscurity unconscious almost impossible pinpoint cause indeed one br br young sympathetic hotel waitress sofia played olivia magnani granddaughter legendary anna memory tittas best friend man seen twenty year unexpectedly provide tiny window onto life titta eventually though tentatively first accepts look though never explicitly spelt spectator know man like titta accepting consequence love unimaginable consequence film without single scene sex violence film unfolds time concedes nothing spectator expectation le conseguenze dellamore fine representative small quiet discreet renaissance taking place italian cinema since decline cinecitt second half 70 world waiting italy produce il postinolike fare la vita bellastyle film neglecting explore fine creation like le conseguenze dellamore limbalsamatore others loss world
