text,target,probs,cleaned_text
"What's this? A Canadian produced zombie flick that I have never heard of before. A mortician works on the body of a recently deceased young man. This allows for an extended flashback that show how the guy got there. Basically, he and friends went to a cemetery on Friday the 13th and raised the dead thanks to his silly chanting. Cut back to the morgue where our dead body comes back to life and kills the mortician and owner (who gets his eyes popped out). The final WTF? shot has the funeral home owner in a straight jacket and screaming, ""I'm not crazy!"" Amazingly, he has his eyeballs back.<br /><br />Running a scant 58 minutes, this is certainly one oddity in zombie cinema. It feels a lot longer, but put me in some kind of trance where I couldn't stop watching. The film also has one of those ""if you see this image, turn away from the screen"" gags. It is the image of an old man getting sick in a theater (prophetic?) and when he pops up (only twice) the blood begins to flow. The scenes are pretty damn gory for the time period. There is a great gaffe where a zombie chops off a girl's right hand with a shovel, but - when he pulls the fake hand into the frame to chomp on - it is a left hand.",negative,0.72496895,canadian produced zombie flick never heard mortician work body recently deceased young man allows extended flashback show guy got basically friend went cemetery friday 13th raised dead thanks silly chanting cut back morgue dead body come back life kill mortician owner get eye popped final wtf shot funeral home owner straight jacket screaming im crazy amazingly eyeball backbr br running scant fifty eight minute certainly one oddity zombie cinema feel lot longer put kind trance could stop watching film also one see image turn away screen gag image old man getting sick theater prophetic pop twice blood begin flow scene pretty damn gory time period great gaffe zombie chop girl right hand shovel pull fake hand frame chomp left hand
"It isn't the worst film ever made, the actors aren't apalling and the script and director are not completely inept. <br /><br />It isn't the best film ever made, the actors aren't excellent and the script and director are not completely brilliant.<br /><br />It falls somewhere in the middle. A fun somewhere. An enjoyable, well constructed somewhere.<br /><br />No need to say ""don't take it seriously"" or ""so bad its good"" or ""it wasn't scary"". None of these comments are relevant. <br /><br />Cut has atmosphere. It's that atmosphere which is actually very unique, and the one really original aspect of the movie, which personally is what makes the film, for me.",negative,0.587339745,worst film ever made actor apalling script director completely inept br br best film ever made actor excellent script director completely brilliantbr br fall somewhere middle fun somewhere enjoyable well constructed somewherebr br need say dont take seriously bad good scary none comment relevant br br cut atmosphere atmosphere actually unique one really original aspect movie personally make film
"Perhaps the worst of the ""Nemesis"" films (and that says A LOT!), this mess features so many flashbacks to part 2 that you might as well say that you've seen them both, even if you've only endured this entry. Making matters worse are two wisecracking cyborgs who have absolutely no entertainment value. In other words, they are a perfect fit for this endlessly boring cinematic mistake.",negative,0.810440178,perhaps worst nemesis film say lot mess feature many flashback part two might well say seen even endured entry making matter worse two wisecracking cyborg absolutely entertainment value word perfect fit endlessly boring cinematic mistake
"I am surprised that so many viewers didn't find all the symbolism in the movie.....it's what made the movie an incredible work of art! The story deals with some of the saddest content a movie could hold, yet it is one of the best movies I've ever seen because of the need for your own imagination and the brilliance in the storyline.<br /><br />If you will pay close attention, the message is there. The younger brother is killed by the stepfather. The older brother made up the story about the wagon flying as a way to deal with the pain of his brother's death. There are those that would argue why would he lie to his own children with the story. To me the answer is because he doesn't want to share such ugliness with his own children, or that he has blocked it out and replaced his memory of the horrific event with the thought of his brother flying away to safety. I've read some of the reviews that believe he was an only child and that he created the younger brother as an escape to deal with the abuse he suffered. Although this is an interesting idea - I love the imagination used to come up with that. I don't think he would have lied to his own children about having a little brother. But, I do find it plausible that he would have lied about his little brother's death. However, I like that idea of an ending much better than the notion that the movie had no symbolism at all.<br /><br />There are many different takes you can have on the movie, but if you take the movie at face value.....two brothers creating a wagon that flies to escape an abusive stepfather - you've missed the brilliance. The fact that I was able to see the subtle messages in the script were what made the movie so incredible to me. It requires your own thought process and your own imagination to make it work......dig deep when you watch it. You'll be amazed at the genius contained in the film. The only other movie I've seen as close to this in symbolism and subtle messages is Pleasantville.....but that's a comment for another movie!",positive,0.752074908,surprised many viewer find symbolism movieits made movie incredible work art story deal saddest content movie could hold yet one best movie ever seen need imagination brilliance storylinebr br pay close attention message younger brother killed stepfather older brother made story wagon flying way deal pain brother death would argue would lie child story answer want share ugliness child blocked replaced memory horrific event thought brother flying away safety read review believe child created younger brother escape deal abuse suffered although interesting idea love imagination used come think would lied child little brother find plausible would lied little brother death however like idea ending much better notion movie symbolism allbr br many different take movie take movie face valuetwo brother creating wagon fly escape abusive stepfather missed brilliance fact able see subtle message script made movie incredible requires thought process imagination make workdig deep watch amazed genius contained film movie seen close symbolism subtle message pleasantvillebut comment another movie
"I am not a footie fan by any means but watched this with a friend as there wasn't anything else on the box at the time.(thank goodness). Not only did we laugh from start to finish but about a week later in the pub, when we started discussing it, we made a right spectacle of ourselves with uncontrollable laughter. Does that sloping pitch actually exist??? I have released my e-mail here so if anyone hears about it's future availability or a repeat on the telly please let me know. Definitely the funniest thing I've seen on television!!! King Leek was good too!! another Tim Healy classic",positive,0.570193857,footie fan mean watched friend anything else box timethank goodness laugh start finish week later pub started discussing made right spectacle uncontrollable laughter sloping pitch actually exist released email anyone hears future availability repeat telly please let know definitely funniest thing seen television king leek good another tim healy classic
"This movie tries hard, but completely lacks the fun of the 1960s TV series, that I am sure people do remember with fondness. Although I am 17, I watched some of the series on YouTube a long time ago and it was enjoyable and fun. Sadly, this movie does little justice to the series.<br /><br />The special effects are rather substandard, and this wasn't helped by the flat camera-work. The script also was dull and lacked any sense of wonder and humour. Other films with under-par scripting are Home Alone 4, Cat in the Hat, Thomas and the Magic Railroad and Addams Family Reunion.<br /><br />Now I will say I liked the idea of the story, but unfortunately it was badly executed and ran out of steam far too early, and I am honestly not sure for this reason this is something for the family to enjoy. And I was annoyed by the talking suit, despite spirited voice work from Wayne Knight.<br /><br />But the thing that angered me most about this movie was that it wasted the talents of Christopher Lloyd, Jeff Daniels and Daryl Hannah, all very talented actors. Jeff Daniels has pulled off some good performances before, but he didn't seem to have a clue what he was supposed to be doing, and Elizabeth Hurley's character sadly came across as useless. Daryl Hannah is a lovely actress and generally ignored, and I liked the idea of her being the love interest, but sadly you see very little of her,(not to mention the Monster attack is likely to scare children than enthrall them) likewise with Wallace Shawn as some kind of government operative. Christopher Lloyd acquits himself better, and as an actor I like Lloyd a lot(he was in two of my favourite films Clue and Who Framed Roger Rabbit, and I am fond of Back To The Future) but he was given little to work with, and had a tendency to overact quite wildly.<br /><br />Overall, as much I wanted to like this movie, I was left unimpressed. Instead of being fun, it came across as pointless, and that is a shame because it had a lot of potential, with some talented actors and a good idea, but wasted with poor execution. 1/10 Bethany Cox",negative,0.730282367,movie try hard completely lack fun 1960s tv series sure people remember fondness although seventeen watched series youtube long time ago enjoyable fun sadly movie little justice seriesbr br special effect rather substandard helped flat camerawork script also dull lacked sense wonder humour film underpar scripting home alone four cat hat thomas magic railroad addams family reunionbr br say liked idea story unfortunately badly executed ran steam far early honestly sure reason something family enjoy annoyed talking suit despite spirited voice work wayne knightbr br thing angered movie wasted talent christopher lloyd jeff daniel daryl hannah talented actor jeff daniel pulled good performance seem clue supposed elizabeth hurleys character sadly came across useless daryl hannah lovely actress generally ignored liked idea love interest sadly see little hernot mention monster attack likely scare child enthrall likewise wallace shawn kind government operative christopher lloyd acquits better actor like lloyd lothe two favourite film clue framed roger rabbit fond back future given little work tendency overact quite wildlybr br overall much wanted like movie left unimpressed instead fun came across pointless shame lot potential talented actor good idea wasted poor execution one hundred ten bethany cox
"Okay, it features one lovely blink-and-you-miss-it-joke (when the dead are rising from their tombs, the names of the old time ""horror"" directors like Jacques Tournier and Jean Yarborough are featured in the tombstones) and the smashing of morally bankrupt Repu/con/rightist villains is on-target: whorish skanks preaching morals etc. But why these soldiers are anti-Republicans? Because they have gone to the war, most of them should be Republicans, right? Why they don't go to killing the enemies who killed them or something? Why they ALL want to vote against the Republicans? Why this story has made of a movie? Questions never answered...",negative,0.591182841,okay feature one lovely blinkandyoumissitjoke dead rising tomb name old time horror director like jacques tournier jean yarborough featured tombstone smashing morally bankrupt repuconrightist villain ontarget whorish skank preaching moral etc soldier antirepublicans gone war republican right go killing enemy killed something want vote republican story made movie question never answered
"Michael Haneke is known for his disturbing movies like ""Funny Games"". This time he adopted Elfriede Jelineks ""Die Klavierspielerin"", which is probably her best work so far. Jelinek always writes about abusive behaviour in families, and especially of the suppression of women in a patriarchal society.<br /><br />Erika Kohut (Isabelle Huppert) works as a piano teacher at the Viennese Consevatory. She still lives with her mother (Annie Giradot), they even sleep in the same bed (already a hint of something strange). Erika bullies her students the same way she's bullied by her mother and secretly watches porn movies and plays sadomasochistic games with herself. A student, Walter (Benoit Magimel), falls in love with her, but she refuses to simply sleep with him. She wants to play her games with him, but he's disgusted. He reluctantly follows her rules, which means disaster for both of them.<br /><br />Haneke has a very clear picture language, everything is filmed in a almost spartanic way, so the complex characters and story are enhanced.<br /><br />People who don't know Austria very well may be don't realize how essential the setting is for the story. Jelinek (as well as other great Austrian writers like Thomas Bernhard) suffers from the coldness and casualness in Austrian families and society. Austrians (at least Viennese people) are often unable to articulate their pains, wishes, they suppress their emotions, so there often enough is no real love, affection and nearness in their families. In a society, where it's more important to show a perfect facade to society (even if this means to protect crimes within families as Erika and her mother protect Walters rape of Erika to avoid a scandal) than to deal with your emotional problems it's probably no wonder that Sigmund Freud founded the psychoanalysis in Vienna. Erika has a cold and distant relationship with her mother, they only time they share some emotions is very violent and not at all loving. Erika replaces her hidden emotions with wishes for violence, so that she can finally release some feelings. But she has nobody who really wants to speak about her emotions so in the end she has to stab herself to ease her inner pain.<br /><br />Isabelle Huppert shows her best performance of her career (as well of most other actresses). With a unsmiling face you often see only a hint of emotion in her face, a quick smile, a glance with her eyes. And in the end her pain is masterly displayed without a single tear. <br /><br />Benoit Magimel and Annie Giradot also turn in powerful performances, but the movie belongs to Huppert.",positive,0.712456594,michael haneke known disturbing movie like funny game time adopted elfriede jelineks die klavierspielerin probably best work far jelinek always writes abusive behaviour family especially suppression woman patriarchal societybr br erika kohut isabelle huppert work piano teacher viennese consevatory still life mother annie giradot even sleep bed already hint something strange erika bully student way bullied mother secretly watch porn movie play sadomasochistic game student walter benoit magimel fall love refuse simply sleep want play game disgusted reluctantly follows rule mean disaster thembr br haneke clear picture language everything filmed almost spartanic way complex character story enhancedbr br people know austria well may realize essential setting story jelinek well great austrian writer like thomas bernhard suffers coldness casualness austrian family society austrian least viennese people often unable articulate pain wish suppress emotion often enough real love affection nearness family society important show perfect facade society even mean protect crime within family erika mother protect walter rape erika avoid scandal deal emotional problem probably wonder sigmund freud founded psychoanalysis vienna erika cold distant relationship mother time share emotion violent loving erika replaces hidden emotion wish violence finally release feeling nobody really want speak emotion end stab ease inner painbr br isabelle huppert show best performance career well actress unsmiling face often see hint emotion face quick smile glance eye end pain masterly displayed without single tear br br benoit magimel annie giradot also turn powerful performance movie belongs huppert
"One: your screen will be filled with beautiful effects and colours. These do nothing for the story, but they will keep your lazy eyes occupied for some 50 minutes. A good example is the eternal use of a computer screen that shows each fingerprint from the database as that print is compared with the one they want to find out about. Yeah, right.<br /><br />Two: these guys being like real professional Pros, they will engage each other in intriguing Pro talk: ""Look, Grissom, these are what we call fingerprints. Everybody has them, and they are different on each person. So, with these fingerprints we can actually find..."".<br /><br />Yup! Exactly like real pros would talk to each other if there wasn't a completely uninformed and stupid audience around.<br /><br />However, not everything about this show is bad. Some stories work to some degree, and the colours _are_ really beautiful. They use red, blue, green, yellow... all of them colours I've loved since kindergarten.",negative,0.553413859,one screen filled beautiful effect colour nothing story keep lazy eye occupied fifty minute good example eternal use computer screen show fingerprint database print compared one want find yeah rightbr br two guy like real professional pro engage intriguing pro talk look grissom call fingerprint everybody different person fingerprint actually findbr br yup exactly like real pro would talk completely uninformed stupid audience aroundbr br however everything show bad story work degree colour really beautiful use red blue green yellow colour loved since kindergarten
"It would be unwise to judge that that either narrative or documentary to be more authentic than the other. Both formats have an underlying form of fiction and are never a true reflection of reality as producers seek to reconstruct and narrate stories in their perspectives. As both formats usually leaves some issues undiscussed due to 'complexities of subplots' and screen time, it denies viewers the opportunity to open up debates and to further investigate and construct the real truth. Adding to the viewer's inability to evaluate sources (eg comparisons with written history) and the logics behind arguments, history may be open to distortion through narrative and documentary.<br /><br />To most people, documentary may be seen more truthful as it usually involves actual participants' testimonies and real-life footages. However, these visuals are selected and edited, to be arranged in a way that allows producers to present their version of realism to the viewers. In The Real Buddy Holly Story, Paul McCartney seeks to establish the Buddy Holly as remembered by family and friends and how Buddy had influence the rest of the music world. The testimonies may have been distorted as memories may not be accurate and emotions have evolved to make a legend out of Buddy. The documentary did make corrections to the film version and cover other events, such as there were 3 members of Crickets and that Buddy's music was actually heard outside of USA at that time (he had to embark on a world tour!). However, it did not go into deep discussion about what happened to Buddy's wife after his death. Criticism and/or negative discussions may have been left out of the documentary as the producers seek to present a Buddy that the world should have remembered. Eventually, we don't manage to construct the whole truth as we only restrict ourselves to the past 'realties' that the documentary tells us.<br /><br />Personally, I prefer a narrative film because it provides rich visual imageries, which helps us to reconnect with the collective memory of that era. It gives the audiences a more constructive structure of the story, and this leads to better memory retention for the audiences when they retell the story. There is also an element of flexibility which allows film-makers to express their thoughts and views on certain issues. In The Buddy Holly Story, racial issues were highlighted and viewers can certainly relate to these issues with respect to current situations.<br /><br />Movie-goers consistently seek to revisit certain emotions when watching a film, and using these emotions, audiences can choose to make personal connections with the applied meanings that a film-maker wants to deliver. In most stories, people are more likely to selectively remember the struggles, the inspirations and the way the story ends. Through The Buddy Holly Story, we do remember the struggles Buddy and the Crickets had, how Maria had been a source of encouragement, and that Buddy Holly was a great performer until the day he dies.",positive,0.836431477,would unwise judge either narrative documentary authentic format underlying form fiction never true reflection reality producer seek reconstruct narrate story perspective format usually leaf issue undiscussed due complexity subplots screen time denies viewer opportunity open debate investigate construct real truth adding viewer inability evaluate source eg comparison written history logic behind argument history may open distortion narrative documentarybr br people documentary may seen truthful usually involves actual participant testimony reallife footage however visuals selected edited arranged way allows producer present version realism viewer real buddy holly story paul mccartney seek establish buddy holly remembered family friend buddy influence rest music world testimony may distorted memory may accurate emotion evolved make legend buddy documentary make correction film version cover event three member cricket buddy music actually heard outside usa time embark world tour however go deep discussion happened buddy wife death criticism andor negative discussion may left documentary producer seek present buddy world remembered eventually manage construct whole truth restrict past realty documentary tell usbr br personally prefer narrative film provides rich visual imagery help u reconnect collective memory era give audience constructive structure story lead better memory retention audience retell story also element flexibility allows filmmaker express thought view certain issue buddy holly story racial issue highlighted viewer certainly relate issue respect current situationsbr br moviegoer consistently seek revisit certain emotion watching film using emotion audience choose make personal connection applied meaning filmmaker want deliver story people likely selectively remember struggle inspiration way story end buddy holly story remember struggle buddy cricket maria source encouragement buddy holly great performer day dy
"I haven't seen this film for over 20 years, but it had such an impact on me that I remember sitting through the credits and for several minutes after in complete awe. This is one of the most underrated films of the entire decade in which it was originally released. I just ordered a copy of it on DVD and paid for overnight shipping and can't wait for it to arrive. It is uplifting at times, and also very dark and somewhat disturbing. It's a story of a close-knit band of regular kids growing up in the inner city and makes one feel as though they are actually sitting on the sidelines, rather than watching on a movie screen or television. Hard to explain, but it is something that must be experienced. The story starts at childhood and tracks the lives of the four main characters through high school and as they embark on their separate journeys in life. The entire cast did an incredible job and it's by far the best work of Jodi Thelen's career. I'm hoping that the DVD lives up to my memory and plan on watching it this Friday with a good friend.",positive,0.739266839,seen film twenty year impact remember sitting credit several minute complete awe one underrated film entire decade originally released ordered copy dvd paid overnight shipping wait arrive uplifting time also dark somewhat disturbing story closeknit band regular kid growing inner city make one feel though actually sitting sideline rather watching movie screen television hard explain something must experienced story start childhood track life four main character high school embark separate journey life entire cast incredible job far best work jodi thelens career hoping dvd life memory plan watching friday good friend
"Australian Fred Schepisi (A Cry in the Dark) directs this comedy/ romance that is fun, relaxing, and set in the spring. You will laugh while watching this movie. Tim Robbins (Shawshank Redemption, Dead Man Walking) is an auto mechanic, Ed Walters, with a high IQ, which gets higher with the help of Albert Einstein, Walter Matthau (Grumpy Old Men) and his academic friends Nathan, Kurt and Boris. You can tell them by their preppie shoes. Meg Ryan (Sleepless in Seattle, You've Got Mail) is Catherine Boyd, Einstein's niece who is a competent, but not so confident mathematician. Perhaps it is because she is surrounded by all that genius. She thinks that if she marries someone with a high I.Q. her kids will have a high I.Q. as well, but she does not knows what she wants. Between Tim Robbins cute smile and Meg's cuteness this is a refreshing movie. I love sweet stories. People all ages should enjoy this movie. Catherine is engaged to the jerk James Moreland, who works in animal behavior, but is very stuffy. This is a love a first sight type situation, between the mechanic and the mathematician. Witty lines and subliminal lines! The cinematography is nice. Princeton, New Jersey is beautiful in the Spring. With much help from all those brilliant men Catherine falls for Ed, without knowing that he is an automobile mechanic.<br /><br />Favorite Scenes: Ed taking a multiple choice test in front of a crowd with the help of Einstein, Nathan, Kurt, and Boris. Ed and Einstein riding on the motorcycle. Nathan, Kurt and Boris letting all the research animals free!<br /><br />Favorite Quotes: Albert Einstein: ""Don't let your brain interfere with your heart"". Ed Walters: ""When was the last time he said ""Wahoo""""? Catherine Boyd: ""Well I'm sure I don't know"". This is a refreshing movie, I recommend it. I have the tape and every once and awhile I will watch it again.",positive,0.812064277,australian fred schepisi cry dark directs comedy romance fun relaxing set spring laugh watching movie tim robbins shawshank redemption dead man walking auto mechanic ed walter high iq get higher help albert einstein walter matthau grumpy old men academic friend nathan kurt boris tell preppie shoe meg ryan sleepless seattle got mail catherine boyd einstein niece competent confident mathematician perhaps surrounded genius think marries someone high iq kid high iq well know want tim robbins cute smile meg cuteness refreshing movie love sweet story people age enjoy movie catherine engaged jerk james moreland work animal behavior stuffy love first sight type situation mechanic mathematician witty line subliminal line cinematography nice princeton new jersey beautiful spring much help brilliant men catherine fall ed without knowing automobile mechanicbr br favorite scene ed taking multiple choice test front crowd help einstein nathan kurt boris ed einstein riding motorcycle nathan kurt boris letting research animal freebr br favorite quote albert einstein dont let brain interfere heart ed walter last time said wahoo catherine boyd well sure know refreshing movie recommend tape every awhile watch
"Just so that you fellow movie fans get the point about this film, I decided to write another review. I missed a few things out last time...<br /><br />First, the script. Second, the acting. Third, Jesus Christ what were they thinking making a piece of garbage like this and then expecting us to enjoy it when there are no redeeming features whatsoever from beginning to end except when Joseph Fiennes finally gets blown away in a very unexciting climax!!!<br /><br />I can't believe I wasted my money on this when I could have given it to a homeless person or a busker or SOMETHING!<br /><br />Are you getting the picture?",negative,0.85761708,fellow movie fan get point film decided write another review missed thing last timebr br first script second acting third jesus christ thinking making piece garbage like expecting u enjoy redeeming feature whatsoever beginning end except joseph fiennes finally get blown away unexciting climaxbr br believe wasted money could given homeless person busker somethingbr br getting picture
"Terry and June was one of the classic British sitcoms in my opinion. You knew what to expect - and ain't that just so typical! :) Unlike modern sitcoms with utterly contrived plots, this show is still a breath of fresh air. How lovely not see or hear remarks about bodily functions or not to see a family PERPETUALLY late for breakfast or a family with impossible teenagers. And therein is the secret: Terry & June was based on a middle class couple living in relative harmony in stead of today's strained plots with the 'de rigueur' dysfunctional family (made to look hip).<br /><br />Personally, I vote the ""Bridge to far"" episode as one of the best. In a way, Terry's antics reminds me of Basil Fawlty - both sometimes getting almost impossibly embarrassing!<br /><br />Terry & June comes highly recommended. Have your tea and biscuits ready!",positive,0.616375973,terry june one classic british sitcom opinion knew expect typical unlike modern sitcom utterly contrived plot show still breath fresh air lovely see hear remark bodily function see family perpetually late breakfast family impossible teenager therein secret terry june based middle class couple living relative harmony stead today strained plot de rigueur dysfunctional family made look hipbr br personally vote bridge far episode one best way terry antic reminds basil fawlty sometimes getting almost impossibly embarrassingbr br terry june come highly recommended tea biscuit ready
"Apparently re-cut episodes from the Gangbusters TV show on the big screen. While this was frequently done in the 50's and 60's because people didn't have a TV or a color TV and producers wanted an increased return on their investment (big screen ticket sales or if it went to the small screen resale of a series that isn't in syndication), the results were usually less then the sum of their parts. The only time I've ever seen it work were where multi-part stories were put together (Ala Rocky Jones or Man From Uncle) or in the case of horror anthology (The Veil and 13 Demon Street). Here the effect is to have stories of American criminals in the 20's and 30's (Dillinger, Pretty Boy Floyd, Bonnie and Clyde, etc)inter-cut with each other as a narrator talks about how the FBI hunted them down. Its a weird concoction that doesn't quite work because its clear that there are things here that don't belong together. More than once I looked at the TV oddly because things didn't seem right. In fairness I won't describe the cheapness of the production since this was what early TV (and the series) was like. Its not bad, but its not very good either. To be perfectly honest the episodes of the series that I've seen work better a single episodes where we're not expecting as much. Given the choice I'd rent dvds of the show instead of this movie.",negative,0.574042501,apparently recut episode gangbusters tv show big screen frequently done 50 60 people tv color tv producer wanted increased return investment big screen ticket sale went small screen resale series syndication result usually le sum part time ever seen work multipart story put together ala rocky jones man uncle case horror anthology veil thirteen demon street effect story american criminal 20 30 dillinger pretty boy floyd bonnie clyde etcintercut narrator talk fbi hunted weird concoction quite work clear thing belong together looked tv oddly thing seem right fairness describe cheapness production since early tv series like bad good either perfectly honest episode series seen work better single episode expecting much given choice would rent dvd show instead movie
"I actually went to see this movie with low expectations since it was the only one that fit my schedule. And amazingly I found it really original. I have commented on other Colombian films before, and I agree that Colombian movies tend to have a similar scheme, and always try to make reference to the average vulgar people,especially trying to make jokes out of the continuous cursing. But let's face it, the language used in this film is not especially exaggerated. Unfortunately, this is how real people speak. The storyline and the pacing are brilliant, and it could be extrapolated to any country in the world The acting was great, and the script is to me one of the best ones ever produced in Colombian soil. I think that anyone around the globe can get a good one hour and a half of entertainment, with a beautifully well directed bluffing black humor comedy. It kind of reminded me of films like snatch, and others of the sort. I highly recommend it and hope it can be viewed by more people, since Colombian movies seem to have started to be more internationally focused since last year.",positive,0.510529784,actually went see movie low expectation since one fit schedule amazingly found really original commented colombian film agree colombian movie tend similar scheme always try make reference average vulgar peopleespecially trying make joke continuous cursing let u face language used film especially exaggerated unfortunately real people speak storyline pacing brilliant could extrapolated country world acting great script one best one ever produced colombian soil think anyone around globe get good one hour half entertainment beautifully well directed bluffing black humor comedy kind reminded film like snatch others sort highly recommend hope viewed people since colombian movie seem started internationally focused since last year
"Let's get this out of the way, so the ones checking out this page looking for info on anything related to the word ""Breasts"" (and you know who you are, googlers) can move along: this is not in any way pornographic. On the contrary, if this has any value as masturbation material then, frankly, the filmmaker didn't do a good job since the aim is to keep it on subject and on the experiences of women and their bodies and images of themselves and society and health and so on. Indeed, I would be a little circumspect of one who came across this on DVD or, if it ever plays again, late night on HBO or Cinemax and used it as a means for pleasure. You might as well go to the supermarket and pick up a pair of ripe melons and take them home and squeeze them and uh, well, you get the idea.<br /><br />No, this is semi-serious film-making meant for premium late-night viewing, but it shouldn't have to be just for the late-night types. This is intimate in setting but not in tone. All of the women, in all their variety of shapes and sizes, and races, and even with one man thrown in with fake breasts, have something of value to say, from life experience in the most straightforward way. If I say semi-serious it's due to the several little segments that the director feels she needs to throw in, with the archival footage of old ""how-to"" videos about puberty and sex and breasts and super-rare cartoons with the knockers flying about. This isn't a problem but an asset: we need a few little visual seg-ways to go between these interviews.<br /><br />Nothing is held back, and we see it as feminism in a liberating form: they don't need to cover up, and even if they choose not to take their tops and shirts and bras off they're still open as can be about a natural part of their body that is an object of sex, surprise, comfort, discomfort, curiosity, motherhood, and, sadly, cancer. In that last part, there's another brave step taken as we see a woman who survived her cancer with only one breast. You know you've become mature and an adult when you can see this woman who has somehow gone on to live a semi-normal life with one breast (the most bittersweet moment is when she says if a fairy godmother said she could have one wish to have two full breasts she would have to think about it), and you don't snicker or go ""eww, gross."" That's the test, folks.<br /><br />It's not shot under the best of circumstances, but then again for TV it's edited with a tight pace. It's never dull for a moment, and we never feel like anyone is holding back, especially when a man might hear the hard truth like that breasts may not really be erogenous, or that a flat chest is very attractive to some men. Breasts: A Documentary is about deconstructing myths with real faces and breasts and minds and hearts laid bare. If that's worthy of a ""I was alone"" session, then, well, more power to you, I guess, though it's not the intention.",negative,0.606767091,let u get way one checking page looking info anything related word breast know googlers move along way pornographic contrary value masturbation material frankly filmmaker good job since aim keep subject experience woman body image society health indeed would little circumspect one came across dvd ever play late night hbo cinemax used mean pleasure might well go supermarket pick pair ripe melon take home squeeze uh well get ideabr br semiserious filmmaking meant premium latenight viewing latenight type intimate setting tone woman variety shape size race even one man thrown fake breast something value say life experience straightforward way say semiserious due several little segment director feel need throw archival footage old howto video puberty sex breast superrare cartoon knocker flying problem asset need little visual segway go interviewsbr br nothing held back see feminism liberating form need cover even choose take top shirt bra still open natural part body object sex surprise comfort discomfort curiosity motherhood sadly cancer last part another brave step taken see woman survived cancer one breast know become mature adult see woman somehow gone live seminormal life one breast bittersweet moment say fairy godmother said could one wish two full breast would think snicker go eww gross test folksbr br shot best circumstance tv edited tight pace never dull moment never feel like anyone holding back especially man might hear hard truth like breast may really erogenous flat chest attractive men breast documentary deconstructing myth real face breast mind heart laid bare worthy alone session well power guess though intention
"Highlighting the acting of Sidney Poitier and the brooding on-screen presence of John Cassevetes, The Edge of the City is a highly-watchable film from the fifties, directed by Martin Ritt. There is great acting and stunning on-location photography in black and white.<br /><br />Poitier is a delight at this point in his career and Tommy Tyler, the character he plays is happy and outgoing. He befriends Axel Noordman, played by Cassevetes, who is a young man suffering from poor self-esteem and a past that he wants kept under wraps. Tyler, a black man, brings his friend out of his shell and introduces him to his family and a new girlfriend.<br /><br />Tyler and Noordman are employed on the New York docks at a time when the workers were expected to tow the line, if they knew what was good for them. The boss Charles Malik, played by Jack Warden, in one of his many hard-bitten roles becomes the focus of discontent, which leads to a climactic showdown with Noordman.<br /><br />At the end of the movie, we are left with mixed emotions. However, the two main characters have left the audience with a story of friendship between two different men in a hostile world.",positive,0.757007033,highlighting acting sidney poitier brooding onscreen presence john cassevetes edge city highlywatchable film fifty directed martin ritt great acting stunning onlocation photography black whitebr br poitier delight point career tommy tyler character play happy outgoing befriends axel noordman played cassevetes young man suffering poor selfesteem past want kept wrap tyler black man brings friend shell introduces family new girlfriendbr br tyler noordman employed new york dock time worker expected tow line knew good bos charles malik played jack warden one many hardbitten role becomes focus discontent lead climactic showdown noordmanbr br end movie left mixed emotion however two main character left audience story friendship two different men hostile world
"Why do people who do not know what a particular time in the past was like feel the need to try to define that time for others? Replace Woodstock with the Civil War and the Apollo moon-landing with the Titanic sinking and you've got as realistic a flick as this formulaic soap opera populated entirely by low-life trash. Is this what kids who were too young to be allowed to go to Woodstock and who failed grade school composition do? ""I'll show those old meanies, I'll put out my own movie and prove that you don't have to know nuttin about your topic to still make money!"" Yeah, we already know that. The one thing watching this film did for me was to give me a little insight into underclass thinking. The next time I see a slut in a bar who looks like Diane Lane, I'm running the other way. It's child abuse to let parents that worthless raise kids. It's audience abuse to simply stick Woodstock and the moonlanding into a flick as if that ipso facto means the film portrays 1969.",negative,0.683766525,"people know particular time past like feel need try define time others replace woodstock civil war apollo moonlanding titanic sinking got realistic flick formulaic soap opera populated entirely lowlife trash kid young allowed go woodstock failed grade school composition ill show old meany put movie prove know nuttin topic still make money yeah already know one thing watching film give little insight underclass thinking next time see slut bar look like diane lane running way child abuse let parent worthless raise kid audience abuse simply stick woodstock moonlanding flick ipso facto mean film portrays one thousand , nine hundred sixty nine"
